		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Apcdd1	adenomatosis polyposis coli down-regulated 1	114.8	113.2	90.9	116.4	130.4	158.0	93.3	87.6	65.1	102.1	20.6	35.0	106.4	35.2	20.3	20.7	135.1	29.4	28.9	178.1	115.3	48.4	164.2	141.385751357	298.29145275	173.303578067	82.7804456175	63.1119671875	42.400536105	36.487125475	80.1695274275	79.327607905	77.87247543
Ing1	inhibitor of growth family, member 1	410.4	359.4	315.8	405.9	304.1	273.6	275.0	349.3	389.4	460.7	399.6	308.2	145.8	397.4	243.9	391.2	361.7	280.5	328.7	367.1	397.3	417.8	423.8	405.4558532	369.433642	247.6446363	368.46029635	375.73907505	336.23643485	209.7356703	402.9711877	277.8228355	267.46096025
Akr1c21	aldo-keto reductase family 1, member C21	115.0	19.8	33.8	31.3	14.2	118.5	106.5	86.9	125.4	111.6	33.5	125.7	18.6	62.3	22.7	63.5	142.5	31.7	90.8	75.2	117.8	33.8	20.8	170.6171747	92.85208651	42.14725018	114.5853052	45.62705679	43.78062145	44.77565137	292.6699782	372.3034054	58.56043938
Zdhhc6	zinc finger, DHHC domain containing 6	412.933333333	450.366666667	446.966666667	394.033333333	364.533333333	375.5	410.066666667	363.933333333	362.366666667	428.1	323.5	366.833333333	386.6	308.3	381.2	461.433333333	408.466666667	331.566666667	408.8	347.633333333	424.6	350.433333333	411.566666667	567.9297239	236.65385557	433.72244275	483.4425291	377.6799455	121.75059154	157.8677277	441.22605085	445.102657	473.23159005
Dock2	dedicator of cyto-kinesis 2	40.5	36.9	55.8	33.0	40.5	63.1	42.6	44.2	41.0	24.2	53.4	7.3	62.8	15.8	38.5	45.4	27.8	38.5	24.3	57.8	44.4	30.5	3.8	37.09994202	107.1891289	131.6577518	31.15380205	27.22433389	40.11255423	18.29711291	155.9914132	28.61387494	30.81676679
Prl	prolactin	131.1	64.5	38.1	197.0	38.1	173.7	43.8	196.4	78.3	104.7	187.1	141.6	88.4	94.1	26.2	50.8	218.1	94.7	148.4	166.4	292.8	46.8	191.2	186.1286141	92.18106579	212.7006161	203.6521644	42.99998438	60.79163166	176.3977155	59.20446657	95.70933566	81.66045895
Rad51l3	RAD51-like 3 (S. cerevisiae)	132.3	171.8	165.1	128.2	192.3	168.7	155.3	162.3	106.5	123.5	160.2	113.0	96.6	157.7	130.0	96.0	133.6	117.7	165.6	209.0	132.3	127.0	163.6	125.74200866	125.700376955	104.12690702	111.797815435	122.86158382	166.12169265	136.3610017	185.18980265	233.52944995	230.1936053
Mcpt1	mast cell protease 1	16.0	28.5	30.6	27.9	45.05	29.2	19.2	58.8	36.65	41.15	28.55	42.95	32.0	23.6	42.65	30.6	41.7	30.85	21.9	40.75	25.4	30.3	31.8	24.91952309	58.18762625	18.26935609	7.272596073	32.9167738	5.230544386	89.50272577	41.24213362	118.8793342	34.77274338
Chi3l1	chitinase 3-like 1	5.7	6.3	4.8	9.2	9.3	9.0	6.9	12.1	19.9	5.1	5.7	7.4	7.2	23.5	4.0	13.6	10.5	7.5	8.4	3.8	16.9	6.6	14.0	12.59579985	14.64732937	11.63342281	15.04466556	42.48881116	39.12165776	140.1605022	15.40379869	23.8634454	34.19850021
Cst7	cystatin F (leukocystatin)	26.2	30.5	36.2	25.9	29.4	25.4	23.6	18.7	21.1	28.9	30.9	13.3	29.2	25.7	36.8	26.9	41.9	28.1	19.8	18.2	90.2	26.4	27.1	70.1970534	15.17165498	20.71527771	22.403086	28.20346883	34.60292757	19.91560602	18.26067715	31.64830967	31.0785375
Fubp1	far upstream element (FUSE) binding protein 1	105.266666667	99.2	78.6	91.6333333333	96.5333333333	104.966666667	114.033333333	131.433333333	102.2	104.9	111.366666667	123.466666667	170.033333333	113.266666667	125.133333333	113.733333333	83.1333333333	109.133333333	129.333333333	76.5333333333	92.4333333333	104.3	91.8333333333	86.1283259325	94.225344663	109.457853065	88.181099195	100.263974592	112.211124508	109.444516545	116.216381175	152.377215272	124.928157828
Nobox	NOBOX oogenesis homeobox	20.1	17.0	13.6	18.0	21.9	41.5	22.0	17.8	15.3	16.4	13.8	20.7	12.4	26.2	12.1	21.2	123.8	23.0	17.0	35.4	17.9	36.0	20.7	47.6994842	33.39140202	29.76797831	37.47201846	51.03175201	34.96117988	42.2679471	55.19201615	57.03614295	210.3274624
Sh2b3	SH2B adaptor protein 3	252.0	352.0	293.9	325.2	326.8	384.8	272.4	291.9	268.0	295.7	271.5	206.0	167.1	331.9	282.8	241.4	281.7	227.1	207.8	346.2	210.9	275.2	267.5	224.691142	200.7666523	220.2247469	327.4428158	309.8822158	225.8133386	312.8066487	350.2745994	351.8503125	225.5921017
Madcam1	mucosal vascular addressin cell adhesion molecule 1	162.15	243.8	192.45	219.7	164.6	117.3	172.1	161.05	223.5	149.4	210.65	231.85	192.6	182.05	162.9	129.95	139.4	153.85	185.4	212.4	177.1	117.75	235.65	198.0245646	106.4556547	173.2775158	244.9999154	238.8609221	227.2190821	244.9729325	176.9857399	283.7609183	227.6424255
Lef1	lymphoid enhancer binding factor 1	21.4	27.1	24.6	24.1	28.0	20.3	60.2	24.6	15.6	20.7	26.7	24.4	17.5	19.7	19.1	43.2	29.0	42.7	27.3	25.4	24.2	22.1	25.3	19.8472857	33.11698829	13.46262807	73.86249418	51.56846608	40.57479435	22.61403411	69.00622654	4.316197127	3.489665797
Foxk1	forkhead box K1	236.4	88.9	297.8	152.3	197.6	158.6	136.6	224.5	214.2	237.6	276.5	258.7	113.1	190.1	133.1	182.6	335.7	230.8	231.4	85.4	320.9	252.0	258.1	200.72432535	99.85878177	152.331634235	166.75780248	179.90324647	202.77565717	189.05506734	213.33562597	226.35167052	256.262832935
Arf2	ADP-ribosylation factor 2	87.4	109.5	99.1	164.8	193.1	143.2	132.6	130.0	124.6	117.9	163.9	130.5	29.9	223.3	90.9	115.8	166.5	104.0	152.7	148.8	190.5	105.5	126.9	150.764712038	107.496888202	102.992320813	130.291942147	103.530522371	155.964810827	146.68617964	201.813999078	157.308588314	174.46079344
Irs2	insulin receptor substrate 2	102.5	76.0	38.7	72.3	26.3	34.5	22.2	66.6	183.0	163.8	74.7	54.9	66.5	100.2	131.0	51.5	68.1	30.6	23.9	101.5	47.2	185.5	164.5	27.13297924	108.7581567	187.4880645	40.81955554	25.72239413	36.79787655	87.02295614	228.1605654	39.1539432	358.037701
Irs3	insulin receptor substrate 3	2.7	44.6	18.4	74.5	31.8	22.0	5.6	60.2	43.3	6.0	21.3	11.0	48.3	70.0	6.4	30.1	115.8	27.7	20.8	14.3	20.6	17.5	36.0	12.87250759	12.83665887	22.83688641	13.90708588	39.69380202	9.059913145	13.93267528	58.39527121	75.18616095	48.85380808
Omp	olfactory marker protein	228.4	63.6	58.4	59.5	149.8	193.9	51.7	116.6	55.3	224.3	34.8	71.3	165.1	80.0	41.1	50.2	203.1	38.9	59.6	90.5	257.1	77.0	200.0	120.2534901	120.02672949	96.668073845	91.92326555	180.75823581	166.13597507	118.439928715	119.083989685	93.494517785	154.897106625
Vasp	vasodilator-stimulated phosphoprotein	692.8	686.7	631.6	578.9	701.7	816.7	806.5	761.9	832.4	681.6	760.3	582.5	106.0	588.5	740.2	618.0	528.4	620.6	530.9	558.3	500.2	620.6	620.7	534.5285613	958.5458905	1040.347305	729.8734551	460.0595843	566.4055646	625.143008	576.0488854	614.9397093	547.9404339
Hivep1	human immunodeficiency virus type I enhancer binding protein 1	240.0	155.6	167.6	122.0	160.9	228.0	197.9	165.9	170.4	136.7	253.7	209.2	210.8	173.2	230.1	206.7	224.0	209.9	166.1	121.1	143.7	197.0	139.6	217.4278884	193.6618351	172.7093454	194.4432912	153.1507851	171.7524667	158.9135384	148.79494	160.4026796	99.01574365
Tnpo3	transportin 3	473.7	294.4	450.0	471.7	296.5	298.5	372.4	311.5	264.1	269.2	437.2	433.9	510.4	364.8	364.8	341.7	341.3	381.1	369.0	240.8	351.0	305.3	376.5	408.646594633	463.633947267	405.875521833	409.436205467	420.873418267	417.543007767	417.749876033	461.256908533	431.414578067	396.652000933
Zfp703	zinc finger protein 703	309.9	354.7	447.2	324.6	561.8	421.2	447.7	508.4	531.0	526.0	607.1	368.5	325.0	396.6	457.8	391.3	375.3	430.2	375.3	404.7	413.1	358.2	385.9	739.4386257	583.1800802	699.4674462	407.907464	655.3903171	209.0200255	367.368146	294.7498551	378.2484508	420.7937488
Il2rg	interleukin 2 receptor, gamma chain	39.3	47.7	44.3	98.3	79.2	59.4	72.7	43.3	37.8	72.6	56.3	18.8	20.3	35.1	55.2	62.4	46.0	79.4	28.4	44.7	76.6	82.2	38.2	70.140668485	84.519099145	69.9644357	93.97354062	58.82871387	52.895014745	66.74768568	37.161817775	48.4762717	58.596349695
Ppp4c	protein phosphatase 4, catalytic subunit	858.0	637.1	868.8	808.0	601.6	887.9	850.1	706.3	699.9	788.3	637.1	697.6	293.8	794.2	744.6	814.7	876.2	881.1	935.0	621.8	756.6	736.7	703.2	592.5729264	588.7784852	567.5690704	653.3646651	549.0937237	705.5123806	679.5315638	769.3556612	694.8531714	703.977611
Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3	43.0	83.3	113.6	102.3	60.1	54.7	103.2	59.0	73.5	101.8	62.1	126.4	166.0	60.8	69.9	83.4	92.3	96.1	91.4	53.7	106.5	72.4	65.4	107.0239672	87.30704059	52.095493	113.161749	63.18687686	90.35752738	76.24388992	94.10476372	64.28036919	16.46050622
Tmed9	transmembrane emp24 protein transport domain containing 9	672.1	803.1	975.2	704.5	724.1	765.3	828.7	344.9	723.6	485.6	569.1	318.2	196.7	678.4	555.8	801.6	854.2	859.9	641.0	386.5	453.3	767.5	559.9	688.30119975	726.9155334	733.4794194	664.0972537	664.4703031	901.4081964	736.1227243	660.5704051	825.26256305	761.986791
Tbx2	T-box 2	154.1	135.6	104.85	91.55	112.0	143.15	164.1	86.7	124.05	95.7	173.05	132.4	81.2	80.4	161.45	177.2	82.55	108.25	77.8	202.3	119.65	101.35	110.9	104.3300218	65.99563488	98.31731629	131.1956439	109.9106938	136.6306722	155.8916551	104.5330785	115.7376718	72.26009202
Tfrc	transferrin receptor	1506.55	1224.85	2241.3	1824.15	1861.5	1447.25	1236.85	2004.65	1000.1	877.85	2331.5	1989.4	739.35	1563.9	697.95	928.3	2146.65	1067.55	1761.15	1309.2	1661.1	1813.7	1853.05	1474.5124889	1411.70392687	1416.8691181	409.997812927	906.3058892	2740.2705271	1785.67607003	2129.98923667	2349.16911383	1984.6616883
Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a	203.1	149.4	178.1	160.8	216.5	184.4	179.5	136.2	166.2	166.0	181.5	221.1	77.9	181.9	123.3	138.7	185.5	144.4	147.1	259.4	201.2	180.0	242.8	162.53448498	100.30023513	145.40777355	110.74783279	198.657185935	178.93614563	129.06537034	145.416244336	152.935399125	210.592160455
Pkp1	plakophilin 1	107.25	69.4	84.2	72.5	33.6	68.7	54.1	33.4	58.65	77.65	59.05	96.6	79.65	105.15	85.0	61.3	69.6	104.8	71.8	44.55	77.5	45.15	138.3	48.7232514	806.5180223	849.6517558	56.9422551	40.19952231	42.42390774	25.45430115	50.67172635	51.60444159	60.13693157
Centd1	centaurin, delta 1	68.6	82.1	116.5	79.4	104.7	52.9	75.2	28.1	39.5	12.4	26.1	75.1	71.7	114.2	19.4	92.4	119.9	110.8	89.5	28.8	23.1	32.3	27.3	66.83254954	118.108015384	124.692961	81.669003125	70.6384587445	53.9438608	28.9687782225	128.772699609	97.1933514	23.8344812855
AU040320	expressed sequence AU040320	668.6	703.6	475.2	626.6	690.2	721.8	705.6	454.7	710.2	485.0	365.3	589.1	806.0	835.3	639.5	710.2	624.2	603.2	547.9	796.7	720.4	693.5	568.9	676.9972419	662.8499372	620.7790745	646.2808275	663.1760781	465.88024115	577.68231505	655.3666731	580.86373275	641.1302904
Trove2	TROVE domain family, member 2	75.4	72.8	84.35	87.25	54.85	73.25	86.15	64.35	86.45	73.75	92.1	69.6	41.45	91.4	71.85	84.95	87.45	72.65	81.4	60.7	74.3	84.7	58.95	129.4317935	129.887199	145.4302215	138.1464344	104.4130303	16.52706427	62.67049431	35.0553868	75.79657075	68.17826493
Pdcd1	programmed cell death 1	22.6	26.3	55.5	18.3	38.0	101.8	77.3	49.5	109.1	41.1	86.8	92.4	58.0	35.7	25.3	15.8	73.7	58.8	103.5	162.0	27.0	7.8	30.1	21.92803329	40.76022305	25.94254922	24.21981951	18.79734745	24.33446548	47.11806018	126.8658957	124.8805086	36.68799
Pou3f3	POU domain, class 3, transcription factor 3	16.7	23.0	102.7	38.2	55.5	117.5	10.5	63.7	27.4	32.5	22.1	67.3	17.5	30.2	42.4	60.5	38.2	23.1	70.9	94.5	35.1	19.6	45.2	7.810623449	33.52125156	4.821026955	40.68932411	35.49601973	28.74345481	67.61480339	91.91634212	34.68174187	59.64748105
Svp2	seminal vesicle protein 2	14.3	5.1	15.2	5.2	10.95	16.6	11.4	9.3	2.45	3.2	16.1	6.9	6.8	15.8	3.55	7.0	1.95	16.45	13.35	9.7	3.4	10.15	3.4	4.439465952	5.360533804	2.880611152	7.706944394	7.61609761	3.859296601	3.908235954	7.304888547	13.61341405	11.13266007
Pou3f1	POU domain, class 3, transcription factor 1	60.7	125.0	32.0	88.4	112.1	25.7	31.2	69.9	60.9	75.9	157.6	76.2	85.3	37.3	106.6	68.8	99.5	48.3	65.1	47.8	69.3	40.5	116.8	21.160247515	61.02438087	68.653921045	110.23956391	62.851696725	43.00785473	23.00707883	64.94494888	123.84532715	27.372841705
Commd5	COMM domain containing 5	420.0	311.8	381.1	312.9	264.2	372.5	287.2	471.8	334.5	407.9	343.3	161.3	266.9	289.0	359.0	261.8	196.3	215.7	234.3	412.9	409.4	164.0	411.7	335.199135867	260.322239067	266.252926973	356.592969	437.1211124	274.430442147	363.349161667	373.344003233	199.976543	327.760881367
Wsb1	WD repeat and SOCS box-containing 1	337.4	309.7	544.2	357.7	494.2	758.0	428.9	547.7	512.8	308.3	553.9	855.6	573.5	187.4	351.6	342.6	206.5	197.8	227.6	311.3	497.4	740.4	635.5	359.922315	345.2643187	316.4589256	401.287494	312.6375462	385.9266853	259.5969146	358.9548866	352.512663	332.2209979
LOC641050	hypothetical protein LOC641050	32.4	31.4	13.6	13.8	10.8	17.8	33.2	21.9	35.3	5.7	6.8	8.3	14.0	8.8	10.7	10.7	13.7	5.0	8.2	10.5	12.5	9.5	10.7	26.725137465	19.75909003	10.576864389	21.854155425	11.878155475	5.0020478455	26.74514461	46.31644739	9.4198926615	9.558275129
Xpr1	xenotropic and polytropic retrovirus receptor 1	700.0	664.3	546.7	517.9	415.5	492.1	503.5	602.2	538.8	540.6	427.9	715.7	1001.5	475.0	564.5	574.6	541.4	865.9	675.6	237.2	414.3	410.0	306.4	683.433674983	611.1180919	531.102470283	569.03414535	535.052068423	336.082804437	610.26051459	591.690686233	568.533777627	597.622336467
D13Ertd37e	DNA segment, Chr 13, ERATO Doi 37, expressed	7.7	9.4	8.6	6.2	8.7	7.6	7.5	6.4	5.2	7.8	8.1	8.2	6.5	4.7	6.5	8.4	6.1	10.2	3.8	14.8	8.5	10.1	8.8	8.624409136	3.092980172	3.413369375	4.510133872	6.105628266	4.22592851	7.747673968	3.858259073	20.45810331	9.055952529
Frk	fyn-related kinase	33.8	26.4	13.5	25.7	22.3	59.5	78.7	7.7	23.0	41.9	16.6	13.7	14.9	81.5	8.1	49.4	65.7	7.8	54.2	51.1	38.7	14.3	8.0	17.5807766417	10.8050794	28.771539431	33.2857546047	17.5468799677	44.4267868483	33.8120102043	33.8373661737	41.6112284643	17.1170857653
2310014L17Rik	RIKEN cDNA 2310014L17 gene	86.1	117.6	26.3	50.3	92.1	107.1	102.2	108.3	73.3	57.8	104.9	59.5	104.5	103.4	81.7	108.1	86.5	129.4	98.7	77.7	131.5	72.5	42.4	21.60679047	191.9857836	178.9795281	27.50456306	44.57030687	68.65697901	58.33312534	18.15726991	6.472514547	24.26490436
Dmbt1	deleted in malignant brain tumors 1	49.9	610.8	55.8	34.2	83.1	39.4	21.2	69.4	348.9	35.2	59.1	114.4	44.0	113.8	15.9	26.6	24.9	460.3	108.4	80.4	120.2	56.5	33.4	77.29432957	54.56896206	69.6052364	124.7887205	84.0524005	58.18508973	102.0674635	98.48045751	80.84947451	27.91096835
Gpr65	G-protein coupled receptor 65	29.7	26.3	12.2	11.6	20.1	25.4	31.1	21.1	11.1	8.8	97.1	10.7	69.0	29.3	36.4	43.2	6.2	17.7	39.0	53.2	10.1	11.3	10.7	4.129617608	26.39082527	28.72669852	19.27470247	21.49355485	1.860866509	62.15381891	1.256458236	69.585709	45.94059388
Gdf5	growth differentiation factor 5	52.7	45.4	70.4	77.2	59.2	91.9	68.7	45.2	92.5	85.2	71.2	21.9	23.0	62.4	65.8	50.8	58.8	40.8	34.8	51.4	93.2	44.8	85.1	134.3800773	50.67528556	42.04978885	184.8427802	34.58857587	24.08099962	18.34785215	76.55929388	21.6502366	19.95686278
Ars2	arsenate resistance protein 2	651.1	383.8	276.2	490.0	335.7	342.6	616.4	656.2	358.9	408.3	426.9	721.6	631.4	393.9	491.8	402.4	355.3	363.5	337.2	497.4	506.5	410.8	503.5	464.0717875	571.1441112	438.5340197	479.6271523	448.5774018	818.1752474	555.6191017	513.0929885	641.429459	434.8116153
Dut	deoxyuridine triphosphatase	45.7	109.7	111.6	154.0	41.6	147.7	173.9	83.9	96.2	152.8	43.8	139.1	53.5	75.4	76.7	89.2	197.7	29.3	98.4	130.0	92.2	85.6	128.4	134.378296355	100.942356365	92.026370055	104.01811378	123.765783985	86.70988698	127.38025997	71.23263601	124.608111965	87.74721501
Traf1	Tnf receptor-associated factor 1	7.0	5.2	7.8	10.6	5.9	7.0	4.9	6.7	6.4	4.5	5.1	4.6	6.2	6.0	5.5	4.7	8.2	5.5	5.6	7.4	7.1	6.5	7.3	4.406021248	4.424838523	4.834778622	4.403938181	6.078595762	12.7254886	5.419945167	5.512775169	22.51463615	6.023428162
Dazap2	DAZ associated protein 2	1208.0	1407.5	1388.1	1262.9	1273.4	1481.5	1381.7	1959.9	1773.4	1661.7	1816.9	2148.8	1653.0	1460.8	1721.3	1745.0	1689.3	1995.3	1823.0	1477.4	1699.8	1353.0	1793.4	1603.081219	1724.47626	1861.956002	1431.106717	1783.681339	1712.949248	1380.243308	1399.347503	1264.103766	1155.659026
Slbp	stem-loop binding protein	107.8	161.0	109.4	148.9	119.8	121.7	137.9	111.0	135.8	147.5	111.0	113.0	221.8	134.9	113.5	85.0	108.2	145.7	98.3	151.8	115.6	140.2	123.5	150.61851733	192.027587788	184.261544149	122.0176316	121.372793339	160.861921221	160.3580171	111.448789124	108.273316556	114.21050124
Traf6	Tnf receptor-associated factor 6	142.933333333	95.3666666667	121.2	121.4	133.366666667	140.033333333	150.0	148.433333333	131.566666667	156.8	122.766666667	157.166666667	165.4	141.766666667	149.0	149.633333333	149.9	118.033333333	159.066666667	105.866666667	124.466666667	152.733333333	119.033333333	190.827159367	154.737655193	123.145093843	155.78946643	141.426109	141.027231877	135.33207915	115.748007973	124.82920931	103.693126157
Bard1	BRCA1 associated RING domain 1	9.3	30.1	6.9	29.7	7.5	6.5	10.6	23.9	8.6	22.3	27.2	7.3	3.4	8.2	10.4	7.7	29.5	13.8	9.3	9.4	30.4	21.7	20.5	10.79249062	11.33752531	8.895709659	13.49890769	9.004100982	18.40484131	11.11306874	10.42474182	23.75747288	11.61651679
Nkx3-1	NK-3 transcription factor, locus 1 (Drosophila)	19.5	40.4	101.4	45.4	39.6	55.0	70.5	14.9	20.3	19.1	59.1	17.0	41.0	61.5	42.3	42.3	45.2	30.5	61.2	76.3	59.1	76.9	24.7	42.36375334	40.94130386	24.86596211	30.49657019	27.76249976	24.42555882	50.02794546	23.7282099	41.51229797	23.92928307
Spt1	salivary protein 1///salivary protein 2	10.4	12.4	19.9	24.0666666667	15.4333333333	19.7	17.5666666667	13.8666666667	10.7333333333	15.1333333333	12.6333333333	12.1333333333	7.93333333333	22.0	10.3	12.1	14.4333333333	17.8333333333	11.0333333333	22.3666666667	25.8333333333	15.3	11.5333333333	3.08842056	13.76173765	4.888524931	10.49237377	9.40154571	3.282418445	43.39923949	3.935453047	5.847936801	46.88236298
Sar1a	SAR1 gene homolog A (S. cerevisiae)	2718.1	2850.2	2089.1	2238.1	3320.4	1695.0	2620.2	2319.4	2402.0	1848.2	2270.9	1809.4	1691.1	2651.9	2222.6	2337.1	2046.2	2399.7	1909.2	2705.2	2446.3	2016.8	2548.6	2836.1411968	2146.6373365	2278.7812194	2326.90693015	2347.03264075	2130.3814855	2468.190734	2466.8538165	2383.4637265	2447.4111595
Cdc2a	cell division cycle 2 homolog A (S. pombe)	27.3	24.9	16.3	25.8	26.8	23.2	21.7	26.1	22.8	27.2	26.6	22.0	10.0	15.4	13.2	19.2	20.6	17.7	20.3	14.9	22.3	19.1	29.2	18.71594588	29.50852587	11.69694393	36.19585367	23.68423154	29.07983673	24.4833958	24.14749087	93.221745	41.37611669
Rpl22l1	ribosomal protein L22 like 1	3274.0	3324.1	2811.2	3785.4	2890.6	3140.6	2621.2	4026.2	3730.6	4038.6	3997.4	3870.4	7400.3	3683.1	4678.1	3046.3	2932.7	3529.1	2420.7	4507.2	3739.1	5163.1	4805.9	2900.942115	3570.580738	3022.329646	3094.256061	3705.817762	3418.647016	4508.871316	3432.612712	3522.28973	3684.661128
Lsm7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	613.9	470.0	479.9	545.2	486.1	491.9	566.3	468.7	460.9	390.1	457.4	472.0	941.2	356.0	436.1	520.2	615.9	490.7	555.8	335.5	237.9	402.4	367.3	361.5212055	194.0410058	553.2113295	616.3035709	297.9765795	847.1842238	398.3415411	426.4063214	1007.637139	470.4700999
Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	8.2	27.8	47.9	17.4	52.9	14.8	28.0	6.6	34.5	31.5	56.5	47.3	11.8	46.6	20.3	14.2	9.9	56.9	13.0	19.7	32.5	12.7	72.6	22.72879327	14.51134008	18.18918215	18.32370214	23.39481992	16.62825261	25.19654578	19.82346304	18.34930087	32.14367044
Fbn2	fibrillin 2	16.3	27.6	24.3	23.9	12.6	15.8	39.8	49.9	37.7	10.2	18.4	26.2	31.7	12.4	24.3	61.1	28.6	46.2	24.2	24.5	15.3	14.4	19.8	13.65378447	11.18874574	9.301297339	11.62205088	11.64546392	6.896217942	31.69371677	50.05224529	24.26416065	10.96584973
Saa2	serum amyloid A 2	821.9	949.1	3810.55	761.95	986.65	7279.75	1300.6	696.1	873.55	493.4	834.55	311.45	842.5	537.15	551.85	878.0	709.45	690.4	958.95	302.65	341.15	417.9	376.9	77.78080548	72.52328258	71.6492125	100.0436232	139.9564626	71.36488169	92.5647019	123.2270721	138.8421134	82.70724646
Npy6r	neuropeptide Y receptor Y6	68.0	47.7	56.1	69.1	59.2	85.3	63.4	77.1	56.6	48.2	66.0	64.9	50.9	82.5	47.0	39.8	73.4	62.7	100.8	87.4	82.9	57.8	70.7	185.2337363	77.66995284	46.46920535	115.4121813	15.43729366	68.67994398	36.02665974	78.14507918	50.11179502	102.2422968
Nasp	nuclear autoantigenic sperm protein (histone-binding)	38.6	33.2	19.3	30.3	49.6	53.7	52.2	57.2	48.7	64.3	48.1	23.2	47.3	50.1	64.2	47.7	6.9	35.8	42.8	57.2	58.3	73.2	75.1	9.2436264625	51.527235213	44.3060387695	53.3489240335	42.7380013545	49.7356850965	41.78130211	54.2903381585	106.844678682	35.455065448
Zfp92	zinc finger protein 92	25.0	48.7	110.4	97.9	60.0	124.0	41.5	59.2	54.9	36.8	100.1	60.0	28.7	70.5	147.4	35.3	154.3	43.5	112.3	57.1	58.8	53.2	56.2	60.73133523	44.74450284	39.6930731	63.08753095	61.11637479	30.48225795	59.88043186	334.2839275	29.4504126	69.5632012
Pik3r1	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	136.7	245.3	380.4	329.5	194.3	263.9	487.5	133.0	148.2	126.2	142.5	92.2	80.4	117.7	171.7	284.8	286.6	256.2	239.9	169.7	121.1	236.7	230.1	187.056859573	119.91777766	104.492105083	219.1220606	163.79610305	171.70080711	209.58642113	215.0043098	182.728264657	224.782202027
Usp18	ubiquitin specific peptidase 18	265.1	137.5	105.2	115.2	137.5	163.0	174.8	213.0	171.8	204.6	236.3	372.4	391.4	131.6	183.9	335.3	699.2	225.4	408.8	18.8	7.2	13.8	14.2	266.5004787	223.5803404	301.5779243	223.82635	241.971115	219.9476658	252.674482	209.639099	256.4230998	230.1596236
P2ry1	purinergic receptor P2Y, G-protein coupled 1	50.0	18.7	39.3	9.8	21.4	29.4	40.1	23.4	19.2	71.8	30.5	3.5	56.3	12.1	100.7	142.6	33.8	27.1	39.4	31.2	15.3	27.4	29.4	16.80833761	15.14756037	8.872372075	19.21525862	20.14592754	21.45739886	16.10114541	18.67401488	144.762658	18.08380015
D730040F13Rik	RIKEN cDNA D730040F13 gene	240.8	193.4	263.9	180.9	253.0	262.1	280.9	307.0	246.0	260.3	316.2	257.9	347.8	260.3	299.3	259.4	238.7	291.0	308.9	245.4	266.6	215.0	269.4	483.0999942	347.5103678	344.9675791	395.3283581	376.3466948	290.8295651	165.3109278	241.1633207	252.9180912	184.7983786
Slc35b1	solute carrier family 35, member B1	1236.2	1623.7	1387.2	1381.5	1263.4	1860.4	1373.4	1039.1	868.2	1141.7	1808.5	1620.4	1076.6	1226.1	1335.9	1431.7	1620.2	1268.4	1408.0	1038.3	1233.0	1167.9	1228.2	1338.505852	1522.653836	1489.689422	1244.409549	1711.943326	1303.408062	1530.738259	1410.347653	1476.482929	1561.886193
Pitx1	paired-like homeodomain transcription factor 1	166.5	53.0	131.3	107.6	134.3	68.2	61.0	139.8	109.2	151.1	63.5	62.6	66.4	126.2	145.3	59.0	168.1	188.7	116.9	163.0	62.8	205.8	86.8	154.8887072	73.55558052	108.681948885	178.9755054	144.9885912	116.55672993	49.942775495	83.240564545	136.76097888	138.0864998
Cdc26	cell division cycle 26	441.5	445.7	702.6	549.7	474.6	518.2	473.7	562.1	528.5	515.1	597.2	652.9	640.2	460.1	482.6	511.8	656.6	602.6	617.0	578.8	567.4	490.3	442.0	580.1599448	577.2794511	538.0076412	483.0503897	381.8959378	591.5939389	663.7556706	457.5377328	392.0580104	415.7339033
Tcte2	t-complex-associated testis expressed 2	46.0	92.3	106.8	83.0	144.3	97.1	101.2	79.1	100.7	101.8	65.8	114.1	52.6	99.9	52.2	80.3	110.6	34.9	79.5	99.6	137.9	97.3	62.4	138.821404565	64.2913476995	76.98270981	99.47930367	79.012513115	75.9419807305	44.317537288	14.1141903875	99.497884235	87.520684675
Mtf1	metal response element binding transcription factor 1	187.4	212.4	309.8	153.6	235.2	210.1	278.0	227.2	295.1	311.5	247.4	90.9	223.8	280.5	287.6	204.0	97.0	179.2	143.7	319.6	274.4	279.1	249.0	207.89159042	179.807609845	204.34192642	225.89593089	181.09906613	170.29727365	219.070741925	225.542432125	213.69895781	214.44453932
