		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Nobox	NOBOX oogenesis homeobox	20.1	17.0	13.6	18.0	21.9	41.5	22.0	17.8	15.3	16.4	13.8	20.7	12.4	26.2	12.1	21.2	123.8	23.0	17.0	35.4	17.9	36.0	20.7	47.699486	33.391403	29.767979	37.47202	51.031754	34.96118	42.26795	55.192017	57.036144	210.32747
Sh2b3	SH2B adaptor protein 3	252.0	352.0	293.9	325.2	326.8	384.8	272.4	291.9	268.0	295.7	271.5	206.0	167.1	331.9	282.8	241.4	281.7	227.1	207.8	346.2	210.9	275.2	267.5	224.69115	200.76665	220.22475	327.4428	309.8822	225.81334	312.80664	350.2746	351.8503	225.5921
Madcam1	mucosal vascular addressin cell adhesion molecule 1	162.15	243.8	192.45	219.7	164.6	117.3	172.1	161.05	223.5	149.4	210.65	231.85	192.6	182.05	162.9	129.95	139.4	153.85	185.4	212.4	177.1	117.75	235.65	198.02457	106.45566	173.27751	244.99991	238.86092	227.21909	244.97293	176.98573	283.76093	227.64243
Lef1	lymphoid enhancer binding factor 1	21.4	27.1	24.6	24.1	28.0	20.3	60.2	24.6	15.6	20.7	26.7	24.4	17.5	19.7	19.1	43.2	29.0	42.7	27.3	25.4	24.2	22.1	25.3	19.847286	33.11699	13.462628	73.862495	51.568466	40.574795	22.614035	69.006226	4.316197	3.4896657
Foxk1	forkhead box K1	236.4	88.9	297.8	152.3	197.6	158.6	136.6	224.5	214.2	237.6	276.5	258.7	113.1	190.1	133.1	182.6	335.7	230.8	231.4	85.4	320.9	252.0	258.1	200.72432	99.85878	152.33163	166.7578	179.90324	202.77565	189.05507	213.33563	226.35167	256.26285
Arf2	ADP-ribosylation factor 2	87.4	109.5	99.1	164.8	193.1	143.2	132.6	130.0	124.6	117.9	163.9	130.5	29.9	223.3	90.9	115.8	166.5	104.0	152.7	148.8	190.5	105.5	126.9	150.76471	107.49689	102.99232	130.29195	103.530525	155.96481	146.68617	201.814	157.3086	174.4608
Irs2	insulin receptor substrate 2	102.5	76.0	38.7	72.3	26.3	34.5	22.2	66.6	183.0	163.8	74.7	54.9	66.5	100.2	131.0	51.5	68.1	30.6	23.9	101.5	47.2	185.5	164.5	27.132978	108.758156	187.48807	40.819557	25.722395	36.79788	87.02296	228.16057	39.153942	358.0377
Irs3	insulin receptor substrate 3	2.7	44.6	18.4	74.5	31.8	22.0	5.6	60.2	43.3	6.0	21.3	11.0	48.3	70.0	6.4	30.1	115.8	27.7	20.8	14.3	20.6	17.5	36.0	12.872508	12.8366585	22.836887	13.907085	39.6938	9.059913	13.932675	58.39527	75.18616	48.85381
Omp	olfactory marker protein	228.4	63.6	58.4	59.5	149.8	193.9	51.7	116.6	55.3	224.3	34.8	71.3	165.1	80.0	41.1	50.2	203.1	38.9	59.6	90.5	257.1	77.0	200.0	120.25349	120.026726	96.668076	91.92326	180.75824	166.13597	118.439926	119.08399	93.494514	154.89711
Vasp	vasodilator-stimulated phosphoprotein	692.8	686.7	631.6	578.9	701.7	816.7	806.5	761.9	832.4	681.6	760.3	582.5	106.0	588.5	740.2	618.0	528.4	620.6	530.9	558.3	500.2	620.6	620.7	534.52856	958.5459	1040.3473	729.8735	460.05957	566.4056	625.143	576.0489	614.9397	547.9404
Hivep1	human immunodeficiency virus type I enhancer binding protein 1	240.0	155.6	167.6	122.0	160.9	228.0	197.9	165.9	170.4	136.7	253.7	209.2	210.8	173.2	230.1	206.7	224.0	209.9	166.1	121.1	143.7	197.0	139.6	217.42789	193.66183	172.70935	194.4433	153.15079	171.75247	158.91354	148.79494	160.40268	99.01575
Tnpo3	transportin 3	473.7	294.4	450.0	471.7	296.5	298.5	372.4	311.5	264.1	269.2	437.2	433.9	510.4	364.8	364.8	341.7	341.3	381.1	369.0	240.8	351.0	305.3	376.5	408.6466	463.63394	405.87552	409.43622	420.8734	417.543	417.74988	461.2569	431.41458	396.652
Zfp703	zinc finger protein 703	309.9	354.7	447.2	324.6	561.8	421.2	447.7	508.4	531.0	526.0	607.1	368.5	325.0	396.6	457.8	391.3	375.3	430.2	375.3	404.7	413.1	358.2	385.9	739.4386	583.18005	699.46747	407.90747	655.3903	209.02002	367.36813	294.74985	378.24844	420.79376
Il2rg	interleukin 2 receptor, gamma chain	39.3	47.7	44.3	98.3	79.2	59.4	72.7	43.3	37.8	72.6	56.3	18.8	20.3	35.1	55.2	62.4	46.0	79.4	28.4	44.7	76.6	82.2	38.2	70.14067	84.5191	69.96444	93.97354	58.828712	52.895016	66.74769	37.16182	48.476273	58.596348
Ppp4c	protein phosphatase 4, catalytic subunit	858.0	637.1	868.8	808.0	601.6	887.9	850.1	706.3	699.9	788.3	637.1	697.6	293.8	794.2	744.6	814.7	876.2	881.1	935.0	621.8	756.6	736.7	703.2	592.57294	588.7785	567.5691	653.3647	549.09375	705.5124	679.53156	769.35565	694.85315	703.9776
Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3	43.0	83.3	113.6	102.3	60.1	54.7	103.2	59.0	73.5	101.8	62.1	126.4	166.0	60.8	69.9	83.4	92.3	96.1	91.4	53.7	106.5	72.4	65.4	107.023964	87.30704	52.095493	113.16175	63.18688	90.35753	76.24389	94.10477	64.28037	16.460506
Tmed9	transmembrane emp24 protein transport domain containing 9	672.1	803.1	975.2	704.5	724.1	765.3	828.7	344.9	723.6	485.6	569.1	318.2	196.7	678.4	555.8	801.6	854.2	859.9	641.0	386.5	453.3	767.5	559.9	688.3012	726.9155	733.47943	664.0972	664.4703	901.4082	736.12274	660.57043	825.2626	761.9868
Tbx2	T-box 2	154.1	135.6	104.85	91.55	112.0	143.15	164.1	86.7	124.05	95.7	173.05	132.4	81.2	80.4	161.45	177.2	82.55	108.25	77.8	202.3	119.65	101.35	110.9	104.330025	65.995636	98.317314	131.19565	109.91069	136.63068	155.89166	104.53308	115.73767	72.26009
Tfrc	transferrin receptor	1506.55	1224.85	2241.3	1824.15	1861.5	1447.25	1236.85	2004.65	1000.1	877.85	2331.5	1989.4	739.35	1563.9	697.95	928.3	2146.65	1067.55	1761.15	1309.2	1661.1	1813.7	1853.05	1474.5125	1411.704	1416.8691	409.9978	906.3059	2740.2705	1785.676	2129.9893	2349.1692	1984.6617
Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a	203.1	149.4	178.1	160.8	216.5	184.4	179.5	136.2	166.2	166.0	181.5	221.1	77.9	181.9	123.3	138.7	185.5	144.4	147.1	259.4	201.2	180.0	242.8	162.53448	100.30023	145.40778	110.74783	198.65718	178.93614	129.06537	145.41624	152.9354	210.59216
Pkp1	plakophilin 1	107.25	69.4	84.2	72.5	33.6	68.7	54.1	33.4	58.65	77.65	59.05	96.6	79.65	105.15	85.0	61.3	69.6	104.8	71.8	44.55	77.5	45.15	138.3	48.72325	806.518	849.65173	56.942257	40.199524	42.42391	25.454302	50.671726	51.604443	60.136932
Centd1	centaurin, delta 1	68.6	82.1	116.5	79.4	104.7	52.9	75.2	28.1	39.5	12.4	26.1	75.1	71.7	114.2	19.4	92.4	119.9	110.8	89.5	28.8	23.1	32.3	27.3	66.83255	118.10802	124.69296	81.66901	70.63846	53.94386	28.968779	128.7727	97.19335	23.834482
AU040320	expressed sequence AU040320	668.6	703.6	475.2	626.6	690.2	721.8	705.6	454.7	710.2	485.0	365.3	589.1	806.0	835.3	639.5	710.2	624.2	603.2	547.9	796.7	720.4	693.5	568.9	676.99725	662.8499	620.77905	646.2808	663.1761	465.88025	577.6823	655.3667	580.8637	641.1303
Trove2	TROVE domain family, member 2	75.4	72.8	84.35	87.25	54.85	73.25	86.15	64.35	86.45	73.75	92.1	69.6	41.45	91.4	71.85	84.95	87.45	72.65	81.4	60.7	74.3	84.7	58.95	129.4318	129.88719	145.43022	138.14644	104.41303	16.527063	62.670494	35.055386	75.79657	68.17827
Pdcd1	programmed cell death 1	22.6	26.3	55.5	18.3	38.0	101.8	77.3	49.5	109.1	41.1	86.8	92.4	58.0	35.7	25.3	15.8	73.7	58.8	103.5	162.0	27.0	7.8	30.1	21.928034	40.760223	25.942549	24.21982	18.797348	24.334465	47.11806	126.8659	124.88051	36.68799
Pou3f3	POU domain, class 3, transcription factor 3	16.7	23.0	102.7	38.2	55.5	117.5	10.5	63.7	27.4	32.5	22.1	67.3	17.5	30.2	42.4	60.5	38.2	23.1	70.9	94.5	35.1	19.6	45.2	7.8106236	33.52125	4.821027	40.689323	35.49602	28.743454	67.61481	91.91634	34.681744	59.64748
Svp2	seminal vesicle protein 2	14.3	5.1	15.2	5.2	10.95	16.6	11.4	9.3	2.45	3.2	16.1	6.9	6.8	15.8	3.55	7.0	1.95	16.45	13.35	9.7	3.4	10.15	3.4	4.439466	5.3605337	2.8806112	7.7069445	7.6160975	3.8592966	3.908236	7.3048887	13.613414	11.13266
Pou3f1	POU domain, class 3, transcription factor 1	60.7	125.0	32.0	88.4	112.1	25.7	31.2	69.9	60.9	75.9	157.6	76.2	85.3	37.3	106.6	68.8	99.5	48.3	65.1	47.8	69.3	40.5	116.8	21.160248	61.02438	68.65392	110.23956	62.851696	43.007854	23.007078	64.94495	123.84533	27.37284
Commd5	COMM domain containing 5	420.0	311.8	381.1	312.9	264.2	372.5	287.2	471.8	334.5	407.9	343.3	161.3	266.9	289.0	359.0	261.8	196.3	215.7	234.3	412.9	409.4	164.0	411.7	335.19913	260.32224	266.25293	356.59296	437.12112	274.43045	363.34915	373.344	199.97655	327.7609
Wsb1	WD repeat and SOCS box-containing 1	337.4	309.7	544.2	357.7	494.2	758.0	428.9	547.7	512.8	308.3	553.9	855.6	573.5	187.4	351.6	342.6	206.5	197.8	227.6	311.3	497.4	740.4	635.5	359.9223	345.2643	316.45892	401.2875	312.63754	385.9267	259.59692	358.9549	352.51266	332.221
LOC641050	hypothetical protein LOC641050	32.4	31.4	13.6	13.8	10.8	17.8	33.2	21.9	35.3	5.7	6.8	8.3	14.0	8.8	10.7	10.7	13.7	5.0	8.2	10.5	12.5	9.5	10.7	26.725138	19.75909	10.576864	21.854155	11.878156	5.002048	26.745144	46.31645	9.419892	9.558275
Xpr1	xenotropic and polytropic retrovirus receptor 1	700.0	664.3	546.7	517.9	415.5	492.1	503.5	602.2	538.8	540.6	427.9	715.7	1001.5	475.0	564.5	574.6	541.4	865.9	675.6	237.2	414.3	410.0	306.4	683.43365	611.1181	531.1025	569.0341	535.05206	336.0828	610.2605	591.6907	568.53375	597.6223
D13Ertd37e	DNA segment, Chr 13, ERATO Doi 37, expressed	7.7	9.4	8.6	6.2	8.7	7.6	7.5	6.4	5.2	7.8	8.1	8.2	6.5	4.7	6.5	8.4	6.1	10.2	3.8	14.8	8.5	10.1	8.8	8.624409	3.0929801	3.4133694	4.5101337	6.1056285	4.2259283	7.747674	3.858259	20.458103	9.055952
Frk	fyn-related kinase	33.8	26.4	13.5	25.7	22.3	59.5	78.7	7.7	23.0	41.9	16.6	13.7	14.9	81.5	8.1	49.4	65.7	7.8	54.2	51.1	38.7	14.3	8.0	17.580776	10.805079	28.77154	33.285755	17.54688	44.42679	33.81201	33.837368	41.61123	17.117086
2310014L17Rik	RIKEN cDNA 2310014L17 gene	86.1	117.6	26.3	50.3	92.1	107.1	102.2	108.3	73.3	57.8	104.9	59.5	104.5	103.4	81.7	108.1	86.5	129.4	98.7	77.7	131.5	72.5	42.4	21.60679	191.98578	178.97952	27.504562	44.57031	68.65698	58.333126	18.15727	6.4725146	24.264904
Dmbt1	deleted in malignant brain tumors 1	49.9	610.8	55.8	34.2	83.1	39.4	21.2	69.4	348.9	35.2	59.1	114.4	44.0	113.8	15.9	26.6	24.9	460.3	108.4	80.4	120.2	56.5	33.4	77.29433	54.568962	69.60524	124.78872	84.0524	58.18509	102.06747	98.48046	80.84947	27.910969
Gpr65	G-protein coupled receptor 65	29.7	26.3	12.2	11.6	20.1	25.4	31.1	21.1	11.1	8.8	97.1	10.7	69.0	29.3	36.4	43.2	6.2	17.7	39.0	53.2	10.1	11.3	10.7	4.1296177	26.390825	28.726698	19.274702	21.493555	1.8608665	62.15382	1.2564583	69.58571	45.940594
Gdf5	growth differentiation factor 5	52.7	45.4	70.4	77.2	59.2	91.9	68.7	45.2	92.5	85.2	71.2	21.9	23.0	62.4	65.8	50.8	58.8	40.8	34.8	51.4	93.2	44.8	85.1	134.38008	50.675285	42.04979	184.84277	34.588577	24.081	18.347853	76.559296	21.650236	19.956863
Ars2	arsenate resistance protein 2	651.1	383.8	276.2	490.0	335.7	342.6	616.4	656.2	358.9	408.3	426.9	721.6	631.4	393.9	491.8	402.4	355.3	363.5	337.2	497.4	506.5	410.8	503.5	464.07178	571.1441	438.53403	479.62717	448.5774	818.17523	555.6191	513.093	641.42944	434.8116
Dut	deoxyuridine triphosphatase	45.7	109.7	111.6	154.0	41.6	147.7	173.9	83.9	96.2	152.8	43.8	139.1	53.5	75.4	76.7	89.2	197.7	29.3	98.4	130.0	92.2	85.6	128.4	134.3783	100.94236	92.02637	104.01811	123.765785	86.709885	127.38026	71.232635	124.60811	87.747215
Traf1	Tnf receptor-associated factor 1	7.0	5.2	7.8	10.6	5.9	7.0	4.9	6.7	6.4	4.5	5.1	4.6	6.2	6.0	5.5	4.7	8.2	5.5	5.6	7.4	7.1	6.5	7.3	4.406021	4.4248385	4.834779	4.4039383	6.0785956	12.725489	5.4199452	5.512775	22.514637	6.023428
Dazap2	DAZ associated protein 2	1208.0	1407.5	1388.1	1262.9	1273.4	1481.5	1381.7	1959.9	1773.4	1661.7	1816.9	2148.8	1653.0	1460.8	1721.3	1745.0	1689.3	1995.3	1823.0	1477.4	1699.8	1353.0	1793.4	1603.0812	1724.4763	1861.956	1431.1067	1783.6814	1712.9492	1380.2433	1399.3475	1264.1038	1155.659
Slbp	stem-loop binding protein	107.8	161.0	109.4	148.9	119.8	121.7	137.9	111.0	135.8	147.5	111.0	113.0	221.8	134.9	113.5	85.0	108.2	145.7	98.3	151.8	115.6	140.2	123.5	150.61852	192.02759	184.26155	122.01763	121.372795	160.86192	160.35802	111.44879	108.273315	114.2105
Traf6	Tnf receptor-associated factor 6	142.93333	95.36667	121.2	121.4	133.36667	140.03334	150.0	148.43333	131.56667	156.8	122.76667	157.16667	165.4	141.76666	149.0	149.63333	149.9	118.03333	159.06667	105.86667	124.46667	152.73334	119.03333	190.82716	154.73766	123.145096	155.78946	141.4261	141.02724	135.33208	115.74801	124.82921	103.69312
Bard1	BRCA1 associated RING domain 1	9.3	30.1	6.9	29.7	7.5	6.5	10.6	23.9	8.6	22.3	27.2	7.3	3.4	8.2	10.4	7.7	29.5	13.8	9.3	9.4	30.4	21.7	20.5	10.792491	11.337525	8.89571	13.498908	9.004101	18.40484	11.113069	10.424742	23.757473	11.616517
Nkx3-1	NK-3 transcription factor, locus 1 (Drosophila)	19.5	40.4	101.4	45.4	39.6	55.0	70.5	14.9	20.3	19.1	59.1	17.0	41.0	61.5	42.3	42.3	45.2	30.5	61.2	76.3	59.1	76.9	24.7	42.363754	40.941303	24.865963	30.49657	27.762499	24.425558	50.027946	23.72821	41.5123	23.929283
Spt1	salivary protein 1///salivary protein 2	10.4	12.4	19.9	24.066668	15.433333	19.7	17.566668	13.866667	10.733334	15.133333	12.633333	12.133333	7.9333334	22.0	10.3	12.1	14.433333	17.833334	11.033334	22.366667	25.833334	15.3	11.533334	3.0884206	13.761738	4.888525	10.492373	9.401546	3.2824185	43.39924	3.935453	5.8479366	46.882362
Sar1a	SAR1 gene homolog A (S. cerevisiae)	2718.1	2850.2	2089.1	2238.1	3320.4	1695.0	2620.2	2319.4	2402.0	1848.2	2270.9	1809.4	1691.1	2651.9	2222.6	2337.1	2046.2	2399.7	1909.2	2705.2	2446.3	2016.8	2548.6	2836.141	2146.6375	2278.7812	2326.907	2347.0327	2130.3816	2468.1907	2466.8538	2383.4636	2447.4111
Cdc2a	cell division cycle 2 homolog A (S. pombe)	27.3	24.9	16.3	25.8	26.8	23.2	21.7	26.1	22.8	27.2	26.6	22.0	10.0	15.4	13.2	19.2	20.6	17.7	20.3	14.9	22.3	19.1	29.2	18.715946	29.508526	11.696944	36.195854	23.68423	29.079836	24.483397	24.147491	93.22175	41.376118
Rpl22l1	ribosomal protein L22 like 1	3274.0	3324.1	2811.2	3785.4	2890.6	3140.6	2621.2	4026.2	3730.6	4038.6	3997.4	3870.4	7400.3	3683.1	4678.1	3046.3	2932.7	3529.1	2420.7	4507.2	3739.1	5163.1	4805.9	2900.9421	3570.5808	3022.3296	3094.256	3705.8179	3418.647	4508.871	3432.6128	3522.2898	3684.6611
Lsm7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	613.9	470.0	479.9	545.2	486.1	491.9	566.3	468.7	460.9	390.1	457.4	472.0	941.2	356.0	436.1	520.2	615.9	490.7	555.8	335.5	237.9	402.4	367.3	361.5212	194.041	553.2113	616.3036	297.9766	847.1842	398.34155	426.4063	1007.63715	470.4701
Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	8.2	27.8	47.9	17.4	52.9	14.8	28.0	6.6	34.5	31.5	56.5	47.3	11.8	46.6	20.3	14.2	9.9	56.9	13.0	19.7	32.5	12.7	72.6	22.728794	14.51134	18.189182	18.323702	23.39482	16.628252	25.196547	19.823463	18.3493	32.14367
Fbn2	fibrillin 2	16.3	27.6	24.3	23.9	12.6	15.8	39.8	49.9	37.7	10.2	18.4	26.2	31.7	12.4	24.3	61.1	28.6	46.2	24.2	24.5	15.3	14.4	19.8	13.653785	11.1887455	9.301297	11.622051	11.645464	6.896218	31.693716	50.052246	24.26416	10.96585
Saa2	serum amyloid A 2	821.9	949.1	3810.55	761.95	986.65	7279.75	1300.6	696.1	873.55	493.4	834.55	311.45	842.5	537.15	551.85	878.0	709.45	690.4	958.95	302.65	341.15	417.9	376.9	77.78081	72.523285	71.649216	100.043625	139.95647	71.36488	92.564705	123.22707	138.84212	82.707245
Npy6r	neuropeptide Y receptor Y6	68.0	47.7	56.1	69.1	59.2	85.3	63.4	77.1	56.6	48.2	66.0	64.9	50.9	82.5	47.0	39.8	73.4	62.7	100.8	87.4	82.9	57.8	70.7	185.23373	77.66995	46.469204	115.41218	15.437294	68.67995	36.02666	78.14508	50.111794	102.242294
Nasp	nuclear autoantigenic sperm protein (histone-binding)	38.6	33.2	19.3	30.3	49.6	53.7	52.2	57.2	48.7	64.3	48.1	23.2	47.3	50.1	64.2	47.7	6.9	35.8	42.8	57.2	58.3	73.2	75.1	9.243627	51.527237	44.306038	53.348923	42.738003	49.735683	41.781303	54.290337	106.84468	35.455067
Zfp92	zinc finger protein 92	25.0	48.7	110.4	97.9	60.0	124.0	41.5	59.2	54.9	36.8	100.1	60.0	28.7	70.5	147.4	35.3	154.3	43.5	112.3	57.1	58.8	53.2	56.2	60.731335	44.744503	39.693073	63.087532	61.116375	30.482258	59.880432	334.28394	29.450413	69.5632
Pik3r1	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	136.7	245.3	380.4	329.5	194.3	263.9	487.5	133.0	148.2	126.2	142.5	92.2	80.4	117.7	171.7	284.8	286.6	256.2	239.9	169.7	121.1	236.7	230.1	187.05685	119.91778	104.4921	219.12206	163.7961	171.7008	209.58643	215.0043	182.72827	224.7822
Usp18	ubiquitin specific peptidase 18	265.1	137.5	105.2	115.2	137.5	163.0	174.8	213.0	171.8	204.6	236.3	372.4	391.4	131.6	183.9	335.3	699.2	225.4	408.8	18.8	7.2	13.8	14.2	266.5005	223.58034	301.5779	223.82635	241.97112	219.94766	252.67448	209.6391	256.4231	230.15962
P2ry1	purinergic receptor P2Y, G-protein coupled 1	50.0	18.7	39.3	9.8	21.4	29.4	40.1	23.4	19.2	71.8	30.5	3.5	56.3	12.1	100.7	142.6	33.8	27.1	39.4	31.2	15.3	27.4	29.4	16.808338	15.14756	8.872372	19.21526	20.145927	21.4574	16.101145	18.674015	144.76266	18.0838
D730040F13Rik	RIKEN cDNA D730040F13 gene	240.8	193.4	263.9	180.9	253.0	262.1	280.9	307.0	246.0	260.3	316.2	257.9	347.8	260.3	299.3	259.4	238.7	291.0	308.9	245.4	266.6	215.0	269.4	483.1	347.51038	344.9676	395.32837	376.34668	290.82956	165.31093	241.16331	252.91809	184.79839
Slc35b1	solute carrier family 35, member B1	1236.2	1623.7	1387.2	1381.5	1263.4	1860.4	1373.4	1039.1	868.2	1141.7	1808.5	1620.4	1076.6	1226.1	1335.9	1431.7	1620.2	1268.4	1408.0	1038.3	1233.0	1167.9	1228.2	1338.5059	1522.6538	1489.6895	1244.4095	1711.9434	1303.4081	1530.7383	1410.3477	1476.4829	1561.8862
Pitx1	paired-like homeodomain transcription factor 1	166.5	53.0	131.3	107.6	134.3	68.2	61.0	139.8	109.2	151.1	63.5	62.6	66.4	126.2	145.3	59.0	168.1	188.7	116.9	163.0	62.8	205.8	86.8	154.8887	73.55558	108.681946	178.97551	144.98859	116.55673	49.942776	83.24056	136.76099	138.0865
Cdc26	cell division cycle 26	441.5	445.7	702.6	549.7	474.6	518.2	473.7	562.1	528.5	515.1	597.2	652.9	640.2	460.1	482.6	511.8	656.6	602.6	617.0	578.8	567.4	490.3	442.0	580.16	577.2795	538.0076	483.05038	381.89594	591.59393	663.7557	457.53772	392.058	415.73392
Tcte2	t-complex-associated testis expressed 2	46.0	92.3	106.8	83.0	144.3	97.1	101.2	79.1	100.7	101.8	65.8	114.1	52.6	99.9	52.2	80.3	110.6	34.9	79.5	99.6	137.9	97.3	62.4	138.82141	64.29135	76.98271	99.4793	79.01251	75.94198	44.317535	14.11419	99.49789	87.52068
Mtf1	metal response element binding transcription factor 1	187.4	212.4	309.8	153.6	235.2	210.1	278.0	227.2	295.1	311.5	247.4	90.9	223.8	280.5	287.6	204.0	97.0	179.2	143.7	319.6	274.4	279.1	249.0	207.89159	179.80762	204.34192	225.89594	181.09906	170.29727	219.07074	225.54243	213.69896	214.44453
Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	29.4	64.3	90.4	89.6	106.4	43.3	95.1	42.5	39.8	95.9	51.8	83.6	26.0	63.4	54.2	30.7	38.8	28.8	40.6	33.2	131.4	108.2	43.3	82.4452	43.156998	82.58061	47.338932	74.10058	114.83867	50.78342	25.499374	118.59283	71.20671
D10Ertd438e	DNA segment, Chr 10, ERATO Doi 438, expressed	384.1	392.1	354.0	345.3	305.1	310.1	380.8	344.6	351.0	338.6	285.5	342.8	642.7	434.0	393.7	442.5	362.1	443.8	375.1	338.0	256.7	357.1	347.3	385.50494	401.18222	370.88107	514.837	576.995	290.72263	247.75536	417.14313	407.58908	349.32437
Ikzf1	IKAROS family zinc finger 1	109.45	172.95	104.2	114.45	153.85	115.6	115.55	96.5	124.15	69.9	112.65	88.6	60.95	166.75	50.25	99.65	96.45	96.75	73.2	106.55	131.45	103.5	102.8	77.694176	149.97008	155.64352	70.94409	73.1316	64.228294	81.833916	153.51082	76.61314	285.85562
Pap	pancreatitis-associated protein	119.15	131.1	165.55	152.8	170.1	126.75	133.45	139.75	386.0	130.2	154.5	161.85	86.75	156.95	97.0	181.05	174.6	119.4	197.2	221.75	185.4	207.6	166.1	215.22467	63.08145	95.034096	130.16563	105.41437	134.83502	165.96878	175.309	102.53568	55.985924
Rara	retinoic acid receptor, alpha	107.3	101.9	76.2	16.7	11.7	57.4	38.6	28.0	41.9	47.2	17.3	12.9	5.3	14.7	19.1	25.0	67.0	19.9	34.2	30.8	33.9	14.4	21.9	21.250162	49.957542	40.004425	91.6408	6.441847	41.64612	15.9282255	19.693195	13.4192705	23.321192
H2afv	H2A histone family, member V	927.7	774.4	951.7	896.5	926.6	889.7	837.0	1102.3	1206.0	1371.3	1125.7	995.1	1908.7	840.5	973.9	970.6	868.2	1106.5	1037.0	784.7	772.1	938.2	799.0	756.5417	1057.1456	977.5713	1097.1171	1087.4553	1114.1919	659.62146	1059.8118	1103.6066	1032.1897
Zfp101	zinc finger protein 101	79.7	125.1	77.6	97.0	67.4	77.5	12.1	12.6	6.6	53.2	12.8	29.0	15.8	44.0	35.9	64.5	39.9	15.8	48.3	17.9	68.9	42.6	9.7	43.104393	101.1724	67.96967	33.588287	49.21736	84.93124	62.27852	32.892735	54.055374	90.95251
Gsg2	germ cell-specific gene 2	14.5	27.2	4.0	14.1	7.4	5.0	4.4	6.5	5.9	5.7	10.2	2.6	3.0	30.4	2.6	3.8	4.1	7.0	3.0	7.1	5.5	11.6	10.8	10.03752	11.353969	7.332012	8.196702	23.295311	13.535548	9.883321	12.833585	9.860651	10.442164
Rag2	recombination activating gene 2	23.0	21.0	13.8	17.8	18.8	5.9	17.2	20.8	15.8	12.2	13.6	12.8	17.0	14.0	16.0	16.0	14.0	14.8	19.0	10.9	17.5	10.3	20.6	19.111172	12.935668	18.629505	78.142746	18.167215	17.010187	17.46986	10.006391	16.321287	10.612725
Krt1	keratin 1	26.8	132.0	43.5	200.9	186.8	49.4	122.3	33.3	36.4	68.6	95.5	37.5	36.8	44.9	64.2	86.1	43.3	63.1	110.7	238.8	161.1	96.5	44.8	180.66942	1333.0704	1541.8955	154.26938	240.82329	172.60196	216.64012	38.53032	169.76645	154.05983
Dusp9	dual specificity phosphatase 9	37.05	30.25	38.75	33.4	80.25	51.0	38.0	30.35	36.55	30.9	35.1	40.8	31.45	51.65	46.45	36.3	35.1	40.2	52.6	82.1	56.15	42.15	48.45	23.326971	17.93625	14.382194	29.925058	11.487167	42.51057	21.481806	15.660966	88.72915	38.992485
Krt5	keratin 5	8.9	17.9	22.0	84.9	35.9	19.7	19.7	19.6	31.5	20.1	28.7	26.8	23.4	17.7	19.6	23.0	31.2	15.8	25.5	44.0	32.6	29.5	77.7	120.93538	1297.7104	1360.2598	165.60196	97.96115	26.268463	144.3365	34.587257	29.719118	121.703636
Mef2d	myocyte enhancer factor 2D	1586.1	1152.3	1083.6	1252.7	1249.2	1216.3	1294.5	1222.9	1242.4	1300.9	1532.7	1326.5	1712.5	1217.1	1117.5	1094.6	1190.9	1341.9	1187.3	1480.5	1319.2	1993.2	1309.6	1258.9568	1294.4595	1368.9161	1319.4419	1233.2058	1375.6868	1507.603	1159.7173	1203.6979	1345.155
Actr6	ARP6 actin-related protein 6 homolog (yeast)	256.7	312.1	249.3	242.8	248.0	259.5	314.2	342.1	452.3	478.8	250.5	286.3	750.9	267.2	280.7	374.8	222.6	295.7	248.9	218.6	221.0	307.2	201.1	341.49045	339.2353	299.7822	255.41788	242.9527	299.82605	252.94809	302.5113	184.799	330.57465
Ccdc53	coiled-coil domain containing 53	339.0	329.5	415.5	247.4	321.6	314.7	265.8	285.8	232.2	247.3	274.9	330.0	268.0	220.0	260.8	318.7	328.1	296.3	407.6	155.8	226.1	176.1	228.5	282.53717	305.13635	364.10333	264.16125	255.59064	241.76842	159.08827	250.49239	183.49251	281.17227
St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	1243.8	1137.3	996.2	1073.8	2420.2	1719.4	1839.0	1721.8	1654.1	2113.5	1734.3	4822.8	1189.7	2290.2	1479.4	839.0	1165.2	770.9	722.2	3099.4	2383.2	1995.9	2749.2	1276.0675	765.2808	1184.964	1028.6904	978.4232	1492.6232	1383.2333	1156.9176	950.959	1313.7604
